"","datasongsmetadata.artist_name","datasongsmetadata$song_id","datasongsmetadata$title","datasongsanalysis$track_id"
"8845","Lara Fabian","SORWASK12A6D4FA5ED","Ramène Moi","TRBBKXZ128F4215C88"
"8846","Michèle Bernard","SOAQTZJ12A8C14343C","Canal de jonage","TRBBKUZ128F92C9D49"
"8847","Usher Featuring The Nu Beginning","SOSIANM12AB018CC80","Only Human","TRBBQGV12903CB5CD3"
"8848","Juan Farcik","SOKJMKB12AB0189C12","Sunday Cream","TRBBQVL128F93421CA"
"8849","Bob Marley & The Wailers","SOPIFJT12A81C221AC","Three Little Birds","TRBBQPP128F92EE611"
"8850","Markus","SOCJGSX12AAF3B4DA9","Du machst mich irgendwann verrückt","TRBBQAV128F92E2000"
"8851","Jack Johnson","SOPZHFK12A8C135493","Adrift","TRBBQFV128F4252EFF"
"8852","Blue Rodeo","SOFGAJF12A8C141DA3","Fools Like You","TRBBQJZ128F92C5AF2"
"8853","Skeeter Davis","SOSAEZB12AB018DADE","My Last Date (With You)","TRBBQHG12903CB5AD2"
"8854","Maria Callas/Gianni Raimondi/Gabriella Carturan/Plinio Clabassi/Nicola Rossi-Lemeni/Coro del Teatro alla Scala_ Milano/Noberto Mola/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni","SOAMZKG12A8C13797C","Anna Bolena (1997 Digital Remaster): Alcun potria ascoltarti","TRBBQYU128F4269447"
"8855","Charlie Louvin","SOEKBBG12AB017E5D7","See The Big Man Cry","TRBBQMY128F9320AF7"
"8856","DJ Clue / Fabolous Sport","SOICMNM12A6D4F89C3","If They Want It","TRBBUBC128F148CBAA"
"8857","Behemoth","SOYSZGR12A8C14015C","Cursed Angel Of Doom (Previously Unreleased&Re-Recorded Track)","TRBBUOJ128F92FC6F2"
"8858","Benga","SOAPDWC12AC468BB3B","The Future","TRBBUPS12903CFC938"
"8859","Bobaflex","SOEOYBN12A6D4F9E2C","Turn The Heat Up","TRBBULA128F146E122"
"8860","Kool Moe Dee","SOVXKMW12A8C1414C1","Death Blow","TRBBUCK128F42AFAD6"
"8861","Madonna","SOULPEW12A8C13E4F7","4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit]","TRBBUHZ128F428F001"
"8862","Hins Cheung","SOORJCV12A8C144A4E","Xue Hua Chao","TRBBVBM128F92D07F1"
"8863","Dora The Explorer","SOOAEZC12AAF3B28BD","Mary Had A Little Lamb","TRBBVTH128F92F3B6F"
"8864","Joe Graves & The Diggers","SOZXKFE12A6D4F71FC","Witchcraft (1997 Digital Remaster)","TRBBVYO128F146AEDC"
"8865","Black Eyed Peas","SOCMYLF12A67020A4D","Tell Your Momma Come","TRBBVNR128E078E1E4"
"8866","Tha Liks","SONAWWG12A8C133380","40 OZ Quartet Part I","TRBBVAH128F4270300"
"8867","Anita Kerr","SOCFNPC12AB017CE1B","Over The Rainbow","TRBBVDW128F932262A"
"8868","Danielle Bollinger","SOPQJZR12AB01882BD","Kiss the Sky","TRBBVPM12903CDB094"
"8869","Vangelis","SOOZDSM12A8C13D39D","3 + 3","TRBBVFT128F42ABB02"
"8870","Teenage Fanclub","SOGOVUN12A8AE46B43","I Don't Know","TRBBVBM128F4276D82"
"8871","4 Skins","SOCFKSK12A8C140704","Chaos (Live - Bridgehouse Tapes)","TRBBVDP128F92F28CF"
"8872","Adrenalin O.D.","SODSFSH12A8C13EDFE","Anarchy in the UK (Sex Pistols) (Bonus Track)","TRBBVYI128F4291603"
"8873","Martina McBride","SOVPTBI12AB01879CF","Anything's Better Than Feelin' The Blues","TRBBVSO128F9341C12"
"8874","Ten Years After","SOQLWVI12A6D4F465F","Year 3_000 Blues (2002 Digital Remaster)","TRBBVFB128F1461507"
"8875","Jim Bryson","SOKPWEP12A8C137A4B","Fleetwood","TRBBVXL128F427C3F2"
"8876","Henri Pousseur","SOGSJTT12A8C13B4F7","Parabolics Studies 6","TRBFCJQ128F427086F"
"8877","Warner mack","SOORIJA12A6D4F9A02","Is It Wrong","TRBFCWC128F1484CF0"
"8878","The Wilburns","SONCCNP12AC3DF5716","Keep Walking","TRBFCPS12903CEEB26"
"8879","Spitfire","SOPQYNE12AB01818B5","Feverish","TRBFCKD128F92E87E2"
"8880","Bionikworld","SOEISBO12AC468ABAB","Party Favours (Dee Dee's Flukey Remix)","TRBFCKU12903D0054F"
"8881","Bullet For My Valentine","SOWMQGR12A8C1458A2","4 Words (To Choke Upon)","TRBFCSV128F92EF7B9"
"8882","One Be Lo","SOUTKII12AAF3B1D4F","learn (Album Version)","TRBFCWN128F92D5E03"
"8883","Portobello","SOTZEAA12AC468E553","COLD MORNING","TRBFCKE12903CFA9DB"
"8884","Bodies In the Gears of the Apparatus","SOVHTXW12A8C141298","Xenophobic Hate Machine","TRBFCZL128F42915B0"
"8885","Niraj Chag","SOASIDX12AB0185463","The Carnival  feat. Japjit Kaur","TRBFCVQ128F93240DC"
"8886","David Banner","SOCWCQL12AF72A3A5A","Syrup Sipping (Banner Beat Break)","TRBFCKI128F4250666"
"8887","DJ Godfather","SOBSIEU12AB017D5E7","DJs Are The New Rockstars-Live Mashup Mix 7","TRBFJMR128F930B3A6"
"8888","Pumpkin Buzzard","SOLSEJO12AB0187C4C","Red Castle","TRBFJGD128F933E85A"
"8889","John Cale","SOPHBYD12A6D4F6980","Stainless Steel Gamelan","TRBFJBK128EF357C81"
"8890","Fredi","SOTLBOG12A6D4F8AD5","Liian vähän aikaa","TRBFJJT128F4228826"
"8891","Camp Lo","SOKFCAA12AB017EF43","Baby Mama","TRBFJFD128F92F6CEA"
"8892","Nightwish","SOLHRQM12A6D4F6CCF","Lappi Pt IV Etiäinen","TRBFJNF128F1462488"
"8893","Andy & Lucas","SOUIYEY12A8C13A587","Mirame A La Cara (Version Salsa)","TRBFJVT128F428F3B8"
"8894","Ten Years After","SODKENB12A6D4F46AF","50_000 Miles Beneath My Brain (Live)","TRBFJDL128F1461579"
"8895","Shakira","SOZOEJC12CF5CFAD99","Estoy Aquí","TRBFJPO128F4295BE3"
"8896","Snowgoons","SODBRVA12AF72ACA09","Michael Nobody aka Poetic Death","TRBFJOE128F9326B03"
"8897","Heavy D","SOZLTQI12AB018143A","Private Dancer","TRBFJMI128F92E535C"
"8898","DJ Omega","SOANYAU12AB01881B7","Shake That Thang","TRBFJWV128F935366B"
"8899","Brooke Valentine","SONFNOG12A58A78C05","American Girl","TRBFJGB128F42612B1"
"8900","Butthole Surfers","SOOIBOK12A58A7ACC6","22 Going On 23","TRBFJKU12903CEDB0C"
"8901","Funeral For A Friend","SOSSQKN12A6310F224","Your Revolution Is A Joke","TRBFIAK128E07823AA"
"8902","Sound Field","SOHNGYV12A58A7A9EE","CrossBreed","TRBFIHF12903CF0573"
"8903","The Ataris","SOEWUWF12A8C13D27A","Make It Last","TRBFIHG128F4289CF9"
"8904","Basic Channel","SOZDWVM12A8AE448E8","Q Loop","TRBFIBL128F423AC68"
"8905","The Rascals","SOCIJOM12A58A7CBF8","I'm Blue (LP Version)","TRBFISG128F1473A72"
"8906","Sweet","SOXOKQF12AB018C079","Neon Psychedelia","TRBFICL12903C9CE02"
"8907","Winds Of Plague","SOATIOL12A8C13604E","Origins And Endings","TRBFIUJ12903CFEB7C"
"8908","Leila Chicot","SONNAVD12AB018838B","Sincérité (feat. Ludo)","TRBFIYC128F93373FE"
"8909","Spooky Tooth","SOYCCVP12A6701E6D1","Waitin' For The Wind","TRBFHZG128F9310D3C"
"8910","Jake Hess","SOPPWUZ12AB0180E3C","I Know Where I Am Now","TRBFHUS128F932F7BE"
"8911","Planxty","SOFOCZO12A81C1FC28","The Lakes Of Pontchartrain","TRBFHFG128F930B5F9"
"8912","Talking Heads","SOSMFPM12A6D4F8577","Papa Legba (2005 Digital Remaster)","TRBFHSR128F1472A36"
"8913","Yuppie Pricks","SOVRODR12AB0189A94","Suburban Living","TRBFHBZ128F9339BA6"
"8914","Bessie Smith","SOCLRHR12A8C134808","Chicago Bound Blues","TRBFHRA128F424D28A"
"8915","HardNox","SOYDXQB12AAA15D4F7","Fly Away (Instrumental)","TRBFHGB128F92EE3FF"
"8916","Jimmy Page","SOLHSSM12A6D4F97F4","Liquid Mercury","TRBFHWD128F148D15D"
"8917","Desert Dwellers","SOEKAOG12AB0188100","Falling Stars","TRBFHYL12903CB0652"
"8918","Paso Doble","SOBFVUR12A8C137745","Herz an herz (Live Version)","TRBFHSA128F4286685"
"8919","Big Audio Dynamite","SOKUCKC12A8C1315C4","Badrock City","TRBFHCP128F4265101"
"8920","Donnie McClurkin","SOXECRP12AB017EADA","Psalm 27","TRBFHQG128F93092E5"
"8921","Mercedes Castro","SOAJMYR12A6D4F52FE","Pedazo De Idiota","TRBFXSF128EF361A07"
"8922","Alain Turban","SOQKXGT12A6D4FB337","L'Ardechoise Aux Cheveux Blanc","TRBFXLM128F424794B"
"8923","Cactus","SOKLBBT12A6701FB54","Bro. Bill  (LP Version)","TRBFXVN128E078CF62"
"8924","Dr. Elmo","SOYRNJG12A58A81B5D","Don't Mess With the IRS","TRBFXVP128F42304C4"
"8925","Xzibit","SOMNDNZ12A8C133640","Loud & Clear (featuring Defari_ King T & Butch Cassidy)","TRBFXOQ128F426A061"
"8926","Hushabye Baby","SOOMCCM12AB01896EA","Two of a Kind_ Workin' on a Full House","TRBFXLH12903CBAFAD"
"8927","Jimmy Page","SOSIJPA12A6D4F97F2","Writes Of Winter","TRBFXQT128F148D15B"
"8928","brokeNCYDE","SODCXXY12AB0187452","Freaxxx","TRBFXMJ12903CB50F6"
"8929","Lili Ivanova","SOGNGRU12AAA15EE73","Pokrusa","TRBFXQM128F92FFAFB"
"8930","Edmundo Ros","SOJMRHG12AB018B633","Un Minuto Contigo (One Moment)","TRBFOLR12903CBE719"
"8931","Pescado Rabioso","SOMAWGO12AF72A64F8","¡Hola_ Pequeño Ser!","TRBFOQI128F93428AC"
"8932","Marcel Azzola","SOYQLYS12A8C143355","Mon Legionnaire","TRBFOGL128F92C3AFA"
"8933","DJ Harry","SOHCEBC12AB018752F","Other Side of You","TRBFOKS12903CA0692"
"8934","Leann Rimes & Brian McFadden","SOISVOJ12A6D4F841D","Everybody's Someone (Gateway Mix)","TRBFOZC128F14874A1"
"8935","Albin Myers","SOBAUYA12AB0183790","BOOM!!!","TRBFOIY128F93414D1"
"8936","John Fogerty","SOLWVPV12A8C136FC7","Soda Pop","TRBFOEA128F425D2DB"
"8937","Pee Wee King","SOVZUYU12AB0183FF1","Tennessee Central Number Nine","TRBFOBX128F92F9031"
"8938","Fläskkvartetten / Daniel Bellqvist","SOIIAIE12A8C13C5FC","You Were There","TRBFOIB128F427DC1C"
"8939","Scweez","SOYLJVH12AB0183749","Don't Stop","TRBFODQ128F9338635"
"8940","Nazz","SOJHDDU12A8C143F70","It Must Be Everywhere (Complete Version)","TRBFOEB128F9305372"
"8941","2XL","SOCRDNK12AB018A09D","Kissing Game","TRBFOLO12903CB2676"
"8942","Agency 1.9.9.4","SOMRJYH12A8C13165E","Everyday Struggle (Bonus)","TRBFOVT128F4242079"
"8943","Anane","SOMWTKR12AAA15D94E","Let's Get High (Yves Larock Radio Edit w Rap)","TRBFMAZ128F92F3A2A"
"8944","Pierre Perret","SOPCQZO12AB018596A","Donnez-nous des jardins","TRBFMGE12903CDECE5"
"8945","Leroy Hutson","SOFVSBH12AB0186671","Lucky Fellow - Original","TRBFMWE128F933A55F"
"8946","Mum","SOIYKGB12A8C1384B0","Mr. Crump","TRBFMKO128F426EB91"
"8947","Tranzas","SOHTZSS12A6D4FCAC2","Serenata","TRBFMFO128F421BFD4"
"8948","The Rolling Stones","SOJAVUK12AB017EC7E","Start Me Up","TRBFMTO128F9322AE7"
"8949","Yndio","SOCVKXU12A6D4F9A11","Mi Vida Se Pinto De Gris","TRBFMZP128F1490058"
"8950","Kenny Rogers","SOFCTSL12AB0181111","Love Is What We Make It","TRBFMGQ128F931E0A0"
"8951","David Arkenstone","SOFVVLV12A8C140061","Raindrops Keep Falling On My Head","TRBFMBC128F4280A31"
"8952","Naughty By Nature featuring Phiness","SOIMLOI12A8C1383C0","Live Then Lay","TRBFMCF128F42885AC"
"8953","Andy Griffith","SOEWPSQ12A8C132E05","Turn Yourn Radio On","TRBFMDY128F426E9B4"
"8954","The Cardigans","SONRIJJ12A6701FD0A","Marvel Hill","TRBFMAS128E078F352"
"8955","Les Hou-Lops","SOMRIAD12AB018388E","C'est pour vous que je chante","TRBFMVM128F9361E39"
"8956","Casey Bill Weldon","SOYTQSZ12A8C13A2FD","New Round And Round","TRBFMWC128F4281F9B"
"8957","The Sonics_ Charlie & The Tunas","SOEAVHU12AC468F2E3","Brown Eyed Girl","TRBFMMC12903CF6047"
"8958","Blind Lemon Jefferson","SOJBKMX12A8AE47E72","Got The Blues","TRBFMCN128F423625D"
"8959","The Meatmen","SOSVXWK12AB01886ED","So Long (Originally Performed by Abba)","TRBFMIU12903CB8536"
"8960","Dr. Elmo","SOGHVNS12A8C139B59","Christmas Won't be the Same Without Johnny","TRBFRQJ128F4261793"
"8961","Anti-Flag","SOTRPCV12A6D4FAB31","I Don't Wanna be a War Hero","TRBFRMV128F42214A6"
"8962","The Jason Bonham Band","SOYTWDP12A8C138214","Hold On","TRBFRZI128F427E827"
"8963","Tyrone Taylor","SOVLMTZ12AB018530D","True Love","TRBFRNX128F9306093"
"8964","Kuijken Kwartet","SOBJUHE12A8C134796","Introitus: Requiem: Dies Irae","TRBFRPF128F423F642"
"8965","Her Majesty's Finest","SOZHXPN12A8C1360A0","Snapshot Samurai","TRBFRNS128F4274F9A"
"8966","Julien Clerc","SOBWDGC12A6D4F8AFC","Ma Préférence (Live)","TRBFRYS128F1468FA5"
"8967","Busta Rhymes","SOFUBAO12A8C139CAB","We Got What You Want","TRBFRZX128F9341EAE"
"8968","T.G. Sheppard","SOSFRGF12A8C13667A","You're My First Lady","TRBFRPH128F42593D2"
"8969","David Jalbert","SODXQQY12A8C13850E","Nocturne For Piano No. 5 In B Flat Major_ Op. 37","TRBFRYD128F425E521"
"8970","Lupe Fiasco","SOTQLJE12CF58274B5","Kick_ Push II (Album Version)","TRBFRNE128F42368B1"
"8971","Less Than Jake","SOPVOHK12A6310D84C","Automatic","TRBFRFR128E0781C86"
"8972","Pelt","SOLXFEV12A58A7AE81","Bestio Tergum Degero Pt. 3","TRBFRNA128F4263D74"
"8973","Hector","SOKDTTE12AB0188F58","Sudenkorento -Life On Mars-","TRBFYJT128F9346CA4"
"8974","Joe Rogan","SOGLHIC12A6BD56BBF","Fear Factor (Shiny Happy Jihad)","TRBFYIZ128EF34C3C7"
"8975","Carroll Thompson","SOBTJWY12AB017D2C4","Show Some Love Where Is The Love feat. MackaB","TRBFYQS128F92E83A0"
"8976","Phil Vassar","SOGAIRT12A58291E2D","Like I Never Loved Before","TRBFYKT128F428AFF7"
"8977","Jorge Alfano","SOJUAQB12AAF3B5137","Inti Guauqui","TRBFYXK128F92F2B56"
"8978","Novaspace","SOKTIIM12A6D4F9CE4","Dancing With Tears In My Eyes 2004 (Nova Mix (Club Version))","TRBFYFA128F14A0E53"
"8979","The Bongo Man","SORVBMW12AC4689175","Titan","TRBFYPH12903CF00EA"
"8980","Crematorium","SOCIDHY12AB017ED4E","Dying Under A Binary Star","TRBFYZQ128F932CC82"
"8981","Steel Pulse","SOBFZKC12A6D4FC1F7","Man No Sober (LP Version)","TRBFYJE128F14A8ABF"
"8982","George Jones","SOFKPSL12AB018830A","I Don't Love You Anymore","TRBFYQM12903CA9186"
"8983","Intars Busulis","SOVEPPC12AB018AE2F","Brivdiena","TRBFYPB128F9340C24"
"8984","Moon Mullican","SOOHKAI12AB0183D21","New Milk Cow Blues","TRBFAMG128F9309CF7"
"8985","The Del McCoury Band","SOOYYUG12A8C1440CA","High On the Mountain","TRBFANQ12903CB8F48"
"8986","Flor Silvestre","SOSAZLT12A8C13B90F","Llorando Por Amor","TRBFAHS128F42804D6"
"8987","Blackfoot","SOJHFYS12A58A7BC23","Heart's Grown Cold (LP Version)","TRBFAKP128F148B600"
"8988","Static-X","SOSBPUO12A58291CF2","Transmission (Album Version)","TRBFAWM128E0785A59"
"8989","Liars","SOXHWKH12AB0184221","Cycle Time","TRBFAHF128F42A1F03"
"8990","Dario Marianelli","SONGHHF12AB0182BBA","Falling Apart","TRBFAON128F9313C62"
"8991","Year of Desolation","SORMBGR12A8C13B537","L.S.M.","TRBFAGW12903CC81E2"
"8992","Klimperei","SOSEMIH12A8C145A00","Sauer","TRBFAFH128F92D5762"
"8993","Lady Saw","SOZDKSJ12A67ADA37A","To Sir With Love","TRBFALE128EF341C77"
"8994","Pete Bamboo","SODFEVS12AB018C60A","Baila Cariño","TRBFAWU12903CEC528"
"8995","Ciaran Byrne","SOFKRNR12AB01861AE","Signs Can Hear All","TRBFAPA128F9353136"
"8996","3 of Hearts","SOAQFSL12A8C13C2C4","Is It Love","TRBFANX128F42934C3"
"8997","Hollowtip","SOWDYRS12AC3DF83E2","Superstar (feat. J-Noxx)","TRBFAWS12903CF8E2E"
"8998","Furry Lewis","SOPZDPO12A8C131E41","I Will Turn Your Money Green (Take 1)","TRBFASC128F424D427"
"8999","Busdriver","SOGAMCD12AB01803F7","Beauty Supply And Demand","TRBFATS128F9319AEB"
"9000","X-ecutioners featuring Tom Tom Club & Biz Markie","SONVGOV12AB018114E","Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie)","TRBFAMR128F9306CC5"
"9001","Dave Eggar","SOHQECR12A8C133DDA","Deep Blue","TRBFAMN128F42367B5"
"9002","The Token","SOMJGXB12AB0184386","Come Dance With Me","TRBFBLS12903CBBABB"
"9003","Kent","SOMBFCS12A8C13E5AF","Alla Mot Alla","TRBFBUO128F42A3DED"
"9004","Iggy And The Stooges","SOUTNUJ12AC46861D4","Raw Power","TRBFBQO12903CE7ACD"
"9005","EPMD","SOWACWC12AB01876FA","Head Banger","TRBFBOG128F9356C6E"
"9006","The Party Group","SOTWPCU12A8C138514","Te Quiero Mas","TRBFBMD128F4270DA5"
"9007","Porcupine Tree","SOCXOJF12A6D4FCD91","Strip The Soul (album version)","TRBFBAB128F4227B85"
"9008","Tania Maria","SOQSDOW12AB017CF41","Sangria (Nomadbrothers Remix feat. Rio)","TRBFBCH128F92FAA04"
"9009","Kurtis Blow","SOUWJGL12AF72A4ED8","I'm Chillin","TRBFBRX128F148C4F1"
"9010","Eric Demarsan","SOFZXDA12AB01800C6","La Blessure","TRBFBSN128F9312468"
"9011","Los Del Rio","SOPXUPT12AB0184A87","Nuestras Sevillanas 1","TRBFBYS128F92F261C"
"9012","Dario Marianelli","SOWXUDU12AF72A1001","The Lord's Prayer","TRBFBQG128F9313C6D"
"9013","Jackie Wilson","SOLNLFG12AC468806E","One Moment With You","TRBFBYF12903CFB6B4"
"9014","Brenda Lee","SOYYLQI12A58A7FADA","Having A Little Talk With Jesus","TRBFNZQ128F4249CCA"
"9015","Liquid Spill","SOXHXRG12AC46898A7","Words- Till the mornin' comes Mix","TRBFNGV12903D0F07F"
"9016","Los Fabulosos Cadillacs","SOFGZBJ12AB01890B0","Twist Y Gritos (Twist & Shout)","TRBFNOR128F933B0F5"
"9017","B.B. King","SOAXXGD12A8C134182","Please Love Me","TRBFNLX128F4249752"
"9018","Various Production","SOUJGOR12A58A7BD21","Bside","TRBFNOL128F930AA0B"
"9019","Sukshinder Shinda","SOCHVQG12A6D4FB261","Jumke","TRBFNBZ128EF34EF11"
"9020","Aerosmith","SOUMBKO12A8C135722","Reefer Head Woman","TRBFNMG128F4278109"
"9021","The Rascals","SOHYVKJ12A6D4F6FAC","No Love To Give (LP Version)","TRBFNFN128F1473A51"
"9022","Nora","SOUOFSG12AB0187C82","The Power Of","TRBFNWA128F9324891"
"9023","The Black Crowes","SOPTODT12AB018CE5C","Good Morning Captain","TRBFNBC12903CA9800"
"9024","Nightwish","SODWJQR12A8C138C30","Kuolema Tekee Taiteilijan","TRBFNZT128F429201E"
"9025","Brian Tyler","SOEZMXF12A67ADB0F8","Festival Of Holi","TRBFNYS128EF3412E8"
"9026","The Beatles / Tony Sheridan","SOHLPTB12AF72A6B20","Ain't She Sweet","TRBFNMW12903CBF3CE"
"9027","Mississippi John Hurt","SOUQADA12AB0184E60","Coffee Blues","TRBFNDW128F9359ECE"
"9028","Led Zeppelin","SOAAXAK12A8C13C030","Immigrant Song (Album Version)","TRBFNSL128F42776F9"
"9029","The New York Dolls","SOVOEOG12AF729F7DF","Human Being","TRBFNEE128F425C676"
"9030","VHS Or Beta","SOJLTFB12A6D4F91FC","Forever","TRBFSKB128F145C5B1"
"9031","Greek Gypsy Musicians","SOHEUFA12AB017F9A0","Teska (Teska)","TRBFSEX128F9300418"
"9032","Joey McIntyre","SOJIUVL12AB01867D9","All The Way","TRBFSPZ12903CB5230"
"9033","Kol Simcha","SORCBKI12AAF3B2DF2","Why","TRBFSPK128F92F3A22"
"9034","Vixen","SOKBKCA12A6D4F7539","One Night Alone","TRBFSNP128F14572B5"
"9035","Bill Douglas","SORDRKC12AB0189339","Infant Dreams","TRBFSPA128F9340CDC"
"9036","Paul Taylor","SOAQKKK12A58A7859A","East Bay Bounce","TRBFSAI128F92F4AC0"
"9037","Scott Krippayne","SOJAGYS12A58A7B904","He Was Here","TRBFFFU128F4264642"
"9038","Necrodaemon","SOVATLZ12A8C135595","The last havoc","TRBFFVX128F426D1A4"
"9039","Atomic Rooster","SOGHIGJ12AC468AA66","Stand By Me","TRBFFZN12903D08332"
"9040","Jeff And Sheri Easter","SOMKWFY12A6D4FAB0F","We're Not Gonna Bow","TRBFFQY128F1481E79"
"9041","Zombie Girl","SOGXQSQ12AF729F79A","We Are The Ones (Lounge Version)","TRBFFNE128F92F6001"
"9042","Clarence Gatemouth Brown","SOKPLZK12A8C14340D","Up Jumped The Devil - Live","TRBFFMO128F92CB1EF"
"9043","Ray Lynch","SOWPYIK12AB0184395","Ralph's Rhapsody","TRBFFSS128F932F5D4"
"9044","Michèle Crider;Vincenzo La Scola;Samuel Ramey;Riccardo Muti","SOZUTHQ12A8C13C4C9","Mefistofele/Spunta... l'aurora pallida...","TRBFFSG128F42907C1"
"9045","Wayne Watson","SOEWNDB12AB017CF92","Cry Of My Heart","TRBFFKC128F92F67B0"
"9046","Lady Saw","SOHUJJI12A67ADA394","Love & Understanding","TRBFFIF128F4233A62"
"9047","A Perfect Murder","SOTXKYU12A6D4FCC0B","In Hell (Album Version)","TRBFFKN128F422F3CC"
"9048","Rocio Jurado","SODCQJH12AB017DDF6","Va Por Usted","TRBFFSW128F931DF21"
"9049","Rick Ross","SOQYZUT12A8C132660","Ella Speed","TRBFDHN128F4242963"
"9050","Tinariwen","SOBIIYZ12A8C13ED05","Chatma","TRBFDOH128F933797E"
"9051","Information Society","SOZLWMN12A6701D2E5","Lay All Your Love On Me (LP Version)","TRBFDGT128E0786A25"
"9052","Ice & Breeze","SOYEMEE12A8C144815","How It Begins","TRBFDVW128F92ED2D6"
"9053","Uman","SONLDTF12AAF3B438B","The way to Peace","TRBFDRD128F92F79D5"
"9054","Jean-Jacques Goldman;Edith Lefel;Malavoi","SOOTFLU12A8AE45D80","Chanson D'Amour","TRBFEGL128F9318DF4"
"9055","Cali","SOWCUAM12AB0184D1D","Le Droit Des Pères (Live Electrique)","TRBFERE128F93332CF"
"9056","Silverchair","SOQQWFU12A8C132F42","Roses","TRBFEIX128F426A5F8"
"9057","Irish Tenors","SOTEKKG12AB017E22D","My Love","TRBFEHX128F932D632"
"9058","The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan","SOTNHJI12A8C135862","Long Way From Home","TRBFEYR128F427230E"
"9059","Lupe Fiasco","SOWXBLE12A6D4F8EE8","The Cool (Amended Album Version)","TRBFEID128F42368AC"
"9060","The Mighty Mighty Bosstones","SOYDTJN12AF72A86B9","Pictures To Prove It","TRBFLER128F148C52B"
"9061","Regina Belle","SOMGNHX12A8C131BB0","You Are Everything","TRBFLOH128F42630E3"
"9062","Tampa Red","SOACLMC12A8C13FA4C","Baby Please Don't","TRBFLHH128F429FDEA"
"9063","The Rance Allen Group","SOSBCKC12A8C139223","Hold On (Album Version)","TRBFLJY128F4289291"
"9064","RIDDLIN' KIDS","SOGVVLP12A8C1363F1","Stop The World","TRBFLFI128F427F374"
"9065","Eumir Deodato","SOLSJLW12A67020AB0","Love Island (LP Version)","TRBFLOC128E0791630"
"9066","Jonn Serrie","SOLDYJH12AC3DF56D5","Nostalgia for Infinity","TRBFLZD12903CE8824"
"9067","Los Del Rio_ The D.E.Y.","SOAKHMK12AB0184E39","Mi Gitana (feat. The Dey)","TRBFLIS128F9306558"
"9068","Fontella Bass","SOQBJNU12A6701DFF5","I Can't Rest","TRBFLOA128E078FA6A"
"9069","Coldplay","SOPTYJX12A6701CDC6","Things I Don't Understand","TRBFLIP128E07897B4"
"9070","Sammi Cheng","SOKGATR12A6D4F9015","Wo Ai Ni_ Zai Jian!","TRBFLQW128F1483D44"
"9071","Gang Of Four","SOYLJYK12A8C13D18D","A Piece Of My Heart","TRBFLSD128F42A0F4C"
"9072","Dylan Kuo","SODPMJS12A6D4FA2A0","Shen Lai","TRBFPMG128F148F505"
"9073","D.R.S.","SOHNCST12A8151AF91","Gangsta Lean (Gangstapella)","TRBFPYV128F421FA78"
"9074","Leona Naess","SOJCGJE12A6D4F79F3","Paper Thin","TRBFPRL128F14569B9"
"9075","Gonzalo Rubalcaba","SORLPWM12AB017F78F","Principe Nino","TRBFPNE128F92E40CB"
"9076","Precious Bryant","SOAHARW12AB017BAE8","Blues All Around My Bed","TRBFPRF128F92FB507"
"9077","Galactic","SOJSIAL12AF72A275E","Cafe deClouet","TRBFPZP128F4260621"
"9078","Frost","SOLZCFG12A8C13C146","Two of a Kind","TRBFPJD128F933B5C3"
"9079","The Bronx Horns","SOTZFQP12AB018038A","The Preacher","TRBFPMP12903CAF2C3"
"9080","Robert Palmer","SOCMLII12A6D4FAB7F","Man Smart Woman Smarter","TRBFPCL128F1481F2A"
"9081","Klubbingman feat. Beatrix Delgado","SOUZLSE12AB0184B1D","Another Day Another Night","TRBFPRL128F9316B53"
"9082","Audio Adrenaline","SOJHUKL12A58A7E7FD","Gloria (In The Name Of Love Album Version)","TRBFPEP128F14ADD52"
"9083","The Chieftains","SOCQVYX12A8C1389E1","Carolan's Concerto","TRBFPVQ128F428B0D2"
"9084","Bon Jovi / Ray Davies","SOCMIGC12A6702090E","Celluloid Heroes","TRBFWCC128F93017D3"
"9085","Lil Wayne","SOIFTHQ12AF72A4829","Fly Talkin'","TRBFWYX128F145F889"
"9086","Harry Choates","SOCCQJD12A58A7D627","Jole Brun","TRBFWGM128F4243B40"
"9087","Bill Cosby","SOLCUUN12AB0187AE7","Wives ( LP Version )","TRBFWSU12903CC36BE"
"9088","Pete Miser","SOYJVCQ12A81C22C90","Credits","TRBFWTU128F4220AC5"
"9089","Placebo","SOPJOQM12A6310F137","Every You Every Me (Infected By The Scourge Of The Earth)","TRBFWXD128E0780DBB"
"9090","Warrant","SOTOSFD12AB017A7E1","Bed Of Roses","TRBFWSP128F92F29B4"
"9091","Studio","SOBIPFA12A8C136C56","Indo","TRBFWWA128F425BD1E"
"9092","Timo Maas","SOZYPNV12A6701E3B8","First Day (Album version)","TRBFWFX128E079531B"
"9093","Spade Cooley","SOOAIOT12A6D4FE412","Youll Rue The Day","TRBFWZM128F4223E44"
"9094","Barbara Lusch","SOSKAIS12A81C237B8","Bonita","TRBFWVA128F42265AD"
"9095","You Should Go Ahead","SOWBMKR12AB0189094","Losing track","TRBFWWX128F933936C"
"9096","Cocoa Tea","SOLZXTN12AC468E040","Hurry Up And Come","TRBFZMK12903D0E7BE"
